1 38 0.3
2 41 0.3
3 9 0.7
4 46 0.5
5 1 0.3
6 93 0.7
7 68 0.6
8 99 0.5
9 79 0.6
10 56 0.6
11 86 0.8
12 58 0.7
13 27 0.6
14 52 0.7
15 53 0.8
16 24 0.9
17 70 0.1
18 65 0.6
19 64 0.8
20 1 0.1
21 71 0.9
22 20 0.5
23 97 0.6
24 6 0.5
25 24 0.5
26 1 0.7
27 90 0.3
28 5 0.5
29 12 0.5
30 10 0.1
31 15 0.6
32 98 0.4
33 79 0.8
34 65 0.1
35 21 0.4
36 66 0.2
37 26 0.3
38 10 0.9
39 87 0.8
40 93 0.7
41 34 0.7
42 82 0.3
43 48 0.5
44 15 0.5
45 85 0.8
46 30 0.2
47 55 0.7
48 71 0.3
49 42 0.2
50 17 0.4
51 21 0.3
52 5 0.7
53 41 0.2
54 63 0.3
55 14 0.6
56 27 0.2
57 16 0.6
58 43 0.7
59 67 0.9
60 42 0.7
61 50 0.3
62 57 0.1
63 88 0.6
64 73 0.3
65 6 0.7
66 6 0.5
67 58 0.2
68 13 0.7
69 46 0.7
70 43 0.8
71 26 0.1
72 15 0.5
73 34 0.3
74 12 0.5
75 64 0.7
76 76 0.4
77 16 0.6
78 41 0.1
79 65 0.7
80 82 0.1
81 30 0.7
82 50 0.5
83 41 0.5
84 76 0.9
85 64 0.6
86 32 0.3
87 80 0.5
88 92 0.7
89 86 0.7
90 22 0.4
91 74 0.9
92 55 0.5
93 6 0.1
94 1 0.3
95 63 0.4
96 62 0.6
97 21 0.8
98 34 0.2
99 93 0.4
100 13 0.2
1 47 0.7
2 87 0.3
3 19 0.8
4 94 0.3
5 46 0.4
6 50 0.1
7 38 0.2
8 2 0.5
9 44 0.6
10 20 0.1
11 78 0.7
12 100 0.1
13 62 0.5
14 30 0.4
15 63 0.4
16 30 0.4
17 3 0.1
18 49 0.8
19 82 0.1
20 35 0.3
21 99 0.3
22 79 0.2
23 76 0.4
24 28 0.3
25 27 0.3
26 87 0.8
27 9 0.6
28 81 0.6
29 67 0.5
30 69 0.6
31 83 0.2
32 4 0.7
33 98 0.1
34 4 0.7
35 35 0.6
36 68 0.4
37 89 0.1
38 66 0.9
39 44 0.9
40 13 0.7
41 9 0.1
42 99 0.5
43 62 0.2
44 72 0.7
45 31 0.3
46 63 0.4
47 61 0.6
48 80 0.6
49 9 0.9
50 62 0.5
51 68 0.4
52 39 0.5
53 38 0.8
54 95 0.2
55 89 0.9
56 74 0.8
57 14 0.4
58 99 0.1
59 27 0.4
60 13 0.8
61 43 0.1
62 35 0.2
63 15 0.7
64 96 0.8
65 36 0.3
66 97 0.5
67 46 0.2
68 33 0.6
69 100 0.8
70 94 0.2
71 51 0.7
72 83 0.8
73 54 0.2
74 47 0.3
75 37 0.4
76 65 0.1
77 44 0.3
78 78 0.8
79 24 0.7
80 80 0.5
81 83 0.2
82 39 0.9
83 76 0.5
84 81 0.6
85 57 0.6
86 1 0.3
87 87 0.4
88 78 0.1
89 11 0.1
90 24 0.1
91 89 0.3
92 10 0.3
93 22 0.5
94 63 0.1
95 97 0.7
96 61 0.3
97 44 0.7
98 84 0.5
99 64 0.1
100 60 0.6
